#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
70.364997,0.009671,13.296017,2.379146,2.379146,106.992430
71.715308,0.010406,12.543290,2.131644,2.131644,105.165746
66.111577,0.005810,12.530234,1.933527,1.933527,102.006180
71.104749,0.013798,13.505661,2.258989,2.258989,108.349586
70.359315,0.013986,14.737170,2.371943,2.371943,106.889229
52.859506,0.008968,9.867673,2.312130,2.312130,88.304799
50.959655,0.005707,10.002441,4.111531,4.111531,87.925269
55.892873,0.009894,9.525017,2.114805,2.114805,92.280164
55.508104,0.007856,11.602005,2.156345,2.156345,89.945388
56.013017,0.003798,9.349194,2.219175,2.219175,98.576633
53.383906,0.003475,8.092493,2.353485,2.353485,89.890200
51.462580,0.003742,8.319294,2.195885,2.195885,89.331859
50.269430,0.002603,7.182538,1.888061,1.888061,80.403568
52.512431,0.005473,10.698793,2.002079,2.002079,85.225313
56.148700,0.007280,8.528562,1.904907,1.904907,94.768938
52.315460,0.012956,8.437727,2.057317,2.057317,85.172336
46.161411,0.018761,7.148989,2.242750,2.242750,85.788307
46.576457,0.019243,7.904159,3.103257,3.103257,85.193717
46.257129,0.012663,8.646571,2.285460,2.285460,85.068170
46.227059,0.014735,7.360832,2.548320,2.548320,80.911349
48.364482,0.011076,6.785645,2.366633,2.366633,79.722663
48.113638,0.015513,7.008627,2.739073,2.739073,83.823355
45.805761,0.008891,6.886766,2.432553,2.432553,81.127108
44.599719,0.005649,7.662088,2.760108,2.760108,79.065161
43.541866,0.005584,7.909830,2.820762,2.820762,84.812297
45.625190,0.009123,8.442141,2.841255,2.841255,85.150963
48.732237,0.007192,8.017956,2.822675,2.822675,86.988382
44.771479,0.009952,8.285433,2.916667,2.916667,91.412506
44.859407,0.009176,8.264751,2.883688,2.883688,81.481415
50.953196,0.008121,8.194238,2.733363,2.733363,90.819481
50.972471,0.007695,12.566509,3.134670,3.134670,97.788250
76.457089,0.010075,8.426856,3.268532,3.268532,122.078748
51.675685,0.009774,8.773470,2.862490,2.862490,94.134241
51.763017,0.006948,9.394060,3.508882,3.508882,96.704732
55.411308,0.007027,8.218754,2.880745,2.880745,98.694210
45.178916,0.008928,7.358550,3.199188,3.199188,90.787006
47.767854,0.006868,4.951750,3.188584,3.188584,75.227601
42.962048,0.003276,4.713333,3.040321,3.040321,69.491286
53.632047,0.008092,4.666494,2.503749,2.503749,79.244538
50.707282,0.009522,4.365440,2.669218,2.669218,73.140543
45.400929,0.007365,4.833084,3.090023,3.090023,67.909828
53.066764,0.009380,5.019196,2.883225,2.883225,75.116414
37.646122,0.009455,2.416154,2.772617,2.772617,50.505089
35.240857,0.008095,5.581579,3.199155,3.199155,53.065926
43.976635,0.006998,4.235375,3.093143,3.093143,61.528097
51.120238,0.010541,3.989541,2.870704,2.870704,67.342273
40.570211,0.006867,4.484552,2.841183,2.841183,57.071947
40.636272,0.005975,4.993129,3.272439,3.272439,58.910643
44.825154,0.012156,6.729711,3.137323,3.137323,84.119669
48.155802,0.011513,7.316230,3.395095,3.395095,82.311041
48.393754,0.013563,5.816291,3.471520,3.471520,69.780633
48.592531,0.009470,6.319741,3.042259,3.042259,81.550902
47.129801,0.014441,6.846150,3.436004,3.436004,70.619893
56.784920,0.010968,7.394780,3.429428,3.429428,92.947454
51.015771,0.012780,7.327841,3.769882,3.769882,81.647472
48.731928,0.010452,7.604230,3.930219,3.930219,87.965654
53.008251,0.005284,8.005077,3.289386,3.289386,87.333949
52.820140,0.006705,9.097580,3.973269,3.973269,97.789595
77.169147,0.011271,10.174525,8.008098,8.008098,126.107860
51.601078,0.008870,9.364902,3.956201,3.956201,95.841027
56.823602,0.013804,9.848455,4.082911,4.082911,102.306609
52.433959,0.011639,9.735066,3.959643,3.959643,92.354971
78.692934,0.014606,10.636313,7.329484,7.329484,124.473560
50.222512,0.008254,9.240188,4.107318,4.107318,85.038306
51.265431,0.008502,8.861811,3.825350,3.825350,83.147540
54.310985,0.011406,9.131379,4.520425,4.520425,93.252530
49.151774,0.008885,8.184189,4.004668,4.004668,84.672409
50.299636,0.007157,8.020009,4.226826,4.226826,81.263347
52.554184,0.003299,7.368065,4.467536,4.467536,81.704369
49.911723,0.002774,6.799052,4.374359,4.374359,79.073394
46.953013,0.001411,10.895357,4.188922,4.188922,78.808987
49.332198,0.002271,6.753991,3.930043,3.930043,76.425188
46.996766,0.005796,7.090170,3.964691,3.964691,78.501354
50.305647,0.010683,7.310559,4.072364,4.072364,80.203200
45.923648,0.010958,7.956437,4.301209,4.301209,77.556897
55.640304,0.010750,8.176578,4.248278,4.248278,93.406743
75.395692,0.013547,8.062022,4.225180,4.225180,115.853943
56.337705,0.012624,6.735399,3.518131,3.518131,83.076619
49.562287,0.005949,6.213227,4.602074,4.602074,79.009784
42.765820,0.002179,5.241946,4.085199,4.085199,72.020521
49.369298,0.004574,4.231779,2.992705,2.992705,69.762837
46.821823,0.000463,3.238749,4.157179,4.157179,66.936273
48.558317,0.000869,3.341893,4.454968,4.454968,67.784341
52.056962,0.001060,3.577703,4.284009,4.284009,73.232500
67.131177,0.001068,4.133448,4.536529,4.536529,91.137000
61.558527,0.001462,5.270624,4.302175,4.302175,89.284501
71.331188,0.001377,5.450920,4.073855,4.073855,98.282645
61.924791,0.001883,5.395441,4.531001,4.531001,87.166244
63.747799,0.001559,5.398612,4.570230,4.570230,89.411272
65.098416,0.001597,5.119664,4.546904,4.546904,89.682928
78.888733,0.004639,5.463162,4.332931,4.332931,104.637165
57.107958,0.007824,7.607557,5.376255,5.376255,91.145242
62.230428,0.007956,7.480258,4.770578,4.770578,96.980087
57.413947,0.014266,9.793027,5.475093,5.475093,95.259978
68.356288,0.012583,8.106263,5.344907,5.344907,106.690188
81.092175,0.016380,7.307705,7.950186,7.950186,118.420734
72.939964,0.011858,6.867693,5.673685,5.673685,109.955856
58.520326,0.008232,7.915352,5.681341,5.681341,97.542056
58.966205,0.012034,8.242614,5.308808,5.308808,92.761998
65.452158,0.007035,8.495931,5.580366,5.580366,102.740895
57.324795,0.009192,8.751461,5.455026,5.455026,95.184412
58.270680,0.002950,12.336514,5.506518,5.506518,96.359242
59.969657,0.002429,8.321512,5.548550,5.548550,99.537321
57.439996,0.004621,8.364437,5.656157,5.656157,92.079996
57.962673,0.003360,7.478125,5.354008,5.354008,92.111680
53.687367,0.002857,5.868432,5.450791,5.450791,81.797859
55.328594,0.002078,5.604345,5.406502,5.406502,82.951137
56.612245,0.002367,5.419038,5.292192,5.292192,85.506736
58.147110,0.002621,5.186463,4.682001,4.682001,85.008047
58.758174,0.002961,5.278306,4.774169,4.774169,88.706229
63.851284,0.002303,5.122006,5.771316,5.771316,90.000574
61.423521,0.003148,4.669204,5.804609,5.804609,86.621390
64.120593,0.003863,5.005569,5.331801,5.331801,90.298262
65.789192,0.002083,5.586169,6.337868,6.337868,95.949500
66.269828,0.003168,5.024663,5.316670,5.316670,91.955814
62.642793,0.002539,5.506375,6.142616,6.142616,96.272104
63.135337,0.002725,4.892845,5.291082,5.291082,89.202832
62.456039,0.007558,6.077202,5.332891,5.332891,93.187458
61.290009,0.028645,6.935530,5.434103,5.434103,92.304720
59.185514,0.014066,5.682287,4.986556,4.986556,87.278375
53.534557,0.015472,6.037931,6.904376,6.904376,86.066316
63.327709,0.020542,7.334319,5.668830,5.668830,95.816773
64.625321,0.004352,7.275595,5.700015,5.700015,98.883211
64.999539,0.013246,8.387069,5.588548,5.588548,100.004516
66.003780,0.012432,8.861469,5.813837,5.813837,104.933895
63.595586,0.016016,12.025822,6.020829,6.020829,105.741372
66.314770,0.012436,9.300449,5.740451,5.740451,104.254841
65.426675,0.015340,8.685022,5.568420,5.568420,106.543935
69.802477,0.015783,10.293880,5.775605,5.775605,115.406681
60.995311,0.025254,7.782730,4.738144,4.738144,99.585423
58.730921,0.017841,7.122308,5.086971,5.086971,92.109231
58.538895,0.021767,5.888928,5.880484,5.880484,86.552218
61.508303,0.015559,6.232740,5.708765,5.708765,95.543613
63.581386,0.008392,7.631709,5.902109,5.902109,99.340691
61.615698,0.011383,6.282303,5.103728,5.103728,93.694654
61.266139,0.008158,7.421968,6.167720,6.167720,96.951396
62.909609,0.008792,7.071351,6.112280,6.112280,95.728123
62.680111,0.014037,9.627391,6.227234,6.227234,110.382163
68.174348,0.012668,8.358611,7.013767,7.013767,109.014516
61.481518,0.011368,7.835925,6.495723,6.495723,101.463336
56.046164,0.015508,11.446161,6.989126,6.989126,96.307173
60.871968,0.020880,8.872366,7.227188,7.227188,103.581452
60.089714,0.010585,12.163720,6.749209,6.749209,99.499165
65.947587,0.008595,7.805150,6.802882,6.802882,101.309001
65.565576,0.016925,7.894371,6.345076,6.345076,107.255690
65.030185,0.005474,8.041563,6.086345,6.086345,107.382812
65.191697,0.010402,8.605395,4.347993,4.347993,98.661386
65.011684,0.012116,8.749451,5.729850,5.729850,103.370169
69.494401,0.006137,8.752392,4.986520,4.986520,107.895710
65.742154,0.007097,8.990704,5.182404,5.182404,105.190433
64.482511,0.010449,9.255762,6.657037,6.657037,104.754166
62.358215,0.013421,12.070821,6.463221,6.463221,110.237956
71.425985,0.019262,10.183434,7.672301,7.672301,118.778081
62.730983,0.018652,9.524510,5.746188,5.746188,108.469259
60.807087,0.043448,11.165979,5.779100,5.779100,110.083110
62.707848,0.016618,9.999737,5.233571,5.233571,110.952836
62.222666,0.010909,10.552494,6.710293,6.710293,116.086993
60.543515,0.014890,11.837608,9.327477,9.327477,113.769429
60.470270,0.013287,10.345803,5.419174,5.419174,111.100394
60.198791,0.015585,10.660647,7.828979,7.828979,109.723377
59.064610,0.012437,15.178208,7.952214,7.952214,117.360441
62.087625,0.015223,11.399225,7.962598,7.962598,112.948027
60.480095,0.012822,10.563184,7.778779,7.778779,122.676564
59.351353,0.012955,11.969117,7.333652,7.333652,113.742513
59.873651,0.012819,14.240533,8.224993,8.224993,123.925088
62.694666,0.020233,11.512776,8.060228,8.060228,121.941807
64.910898,0.021072,11.536382,7.870031,7.870031,128.848536
60.144859,0.012918,14.447674,6.534124,6.534124,120.425723
70.407749,0.016514,11.279095,7.928263,7.928263,128.291760
63.077555,0.017067,10.785794,5.187794,5.187794,115.179250
58.299171,0.011234,14.765109,4.767532,4.767532,110.885740
58.198242,0.009307,10.402624,5.461575,5.461575,113.039431
57.982606,0.007914,11.331863,3.844383,3.844383,111.187610
60.101733,0.011939,10.703592,4.945565,4.945565,122.957524
54.109002,0.010834,14.055256,4.590118,4.590118,108.865496
54.270606,0.015706,13.043661,5.451091,5.451091,114.252987
53.525115,0.013929,10.497323,4.932445,4.932445,117.231588
59.202880,0.019614,11.497870,5.251349,5.251349,119.357638
57.155860,0.016125,11.540302,4.796261,4.796261,118.593973
56.180461,0.013044,9.374433,4.992295,4.992295,107.398820
53.349861,0.013187,8.929377,5.175185,5.175185,106.993141
57.137491,0.012109,8.238738,5.141898,5.141898,113.006363
59.812538,0.009151,7.840101,5.128793,5.128793,105.990174
53.285402,0.009987,7.864480,5.802638,5.802638,97.190612
52.928469,0.008438,7.533720,5.730297,5.730297,93.983080
55.914880,0.012230,6.998255,5.694407,5.694407,90.149996
56.465051,0.012161,7.642378,5.811401,5.811401,93.662052
53.614943,0.013166,7.230277,5.879630,5.879630,92.202552
61.192929,0.040854,9.150243,7.473293,7.473293,105.143331
57.085108,0.006718,6.831916,5.847234,5.847234,88.516493
54.344802,0.008689,6.975052,5.852660,5.852660,88.348705
55.130568,0.003500,6.268709,5.715040,5.715040,85.818010
50.321593,0.002875,9.251279,6.033901,6.033901,84.776555
56.384754,0.003206,6.296398,5.842858,5.842858,87.848831
47.788005,0.001920,5.287904,5.650721,5.650721,75.815733
83.692911,0.001861,5.801631,7.327543,7.327543,115.112916
56.358015,0.007320,6.073855,5.694845,5.694845,88.559416
47.748335,0.006490,6.440475,6.197396,6.197396,82.583632
43.133385,0.007758,6.387260,5.994580,5.994580,78.131882
50.665164,0.011514,8.317084,7.071605,7.071605,95.851240
43.219781,0.009109,6.817294,8.176148,8.176148,82.538987
43.468639,0.005571,7.462060,6.203804,6.203804,86.298703
47.118043,0.007356,9.173174,8.257434,8.257434,101.024087
46.163978,0.013202,7.624254,8.089471,8.089471,90.623696
50.016751,0.014483,7.975936,8.122593,8.122593,97.677297
45.597017,0.010278,6.972584,7.483270,7.483270,85.903868
45.171825,0.009180,8.535333,10.504556,10.504556,94.733368
46.305786,0.005006,7.771030,8.728980,8.728980,89.818397
43.246265,0.009602,7.354692,6.717908,6.717908,90.881436
40.959952,0.010350,8.896460,6.087264,6.087264,81.478796
40.512357,0.011781,6.941718,8.239095,8.239095,85.204413
44.053309,0.011784,6.715030,6.577221,6.577221,78.236418
39.166251,0.010100,6.292651,8.886284,8.886284,75.948046
41.332960,0.009966,5.619695,6.277154,6.277154,71.268495
37.718835,0.008853,5.135089,6.484921,6.484921,67.961098
39.767775,0.005148,4.893129,6.333143,6.333143,61.787984
38.239671,0.005581,5.494175,6.659098,6.659098,68.053769
36.858958,0.004323,4.940422,6.406565,6.406565,65.261177
35.753630,0.004623,4.930600,6.280066,6.280066,62.928915
34.996895,0.003509,5.169993,5.647659,5.647659,55.839285
32.958422,0.008421,8.334053,6.924285,6.924285,63.167077
60.146399,0.005027,4.942571,6.422234,6.422234,88.154632
33.998401,0.005399,4.233469,5.679262,5.679262,57.160137
37.229340,0.005732,4.674742,5.738615,5.738615,57.993007
31.611645,0.008376,4.863447,5.799804,5.799804,52.178754
31.029234,0.009176,5.894740,8.256107,8.256107,60.402988
34.178210,0.011130,4.859785,6.104373,6.104373,56.789108
33.711759,0.002618,4.859776,6.155179,6.155179,59.323229
32.597958,0.005943,4.786353,5.008714,5.008714,52.917906
31.607704,0.002358,3.882141,4.408158,4.408158,51.437866
36.569890,0.006570,4.264339,5.523064,5.523064,57.418484
39.052813,0.001088,4.810773,5.983785,5.983785,61.871561
38.466059,0.002251,4.568621,5.452476,5.452476,62.263274
39.814602,0.001956,4.612991,7.803791,7.803791,64.411977
40.640596,0.001777,3.703177,7.907727,7.907727,62.648151
42.048277,0.000802,4.101682,4.902659,4.902659,61.171850
51.203870,0.001203,3.528694,5.217655,5.217655,65.418425
44.495012,0.005303,4.702635,6.251478,6.251478,61.308507
44.740119,0.002203,4.192081,6.029689,6.029689,60.949837
45.652000,0.004023,4.829201,6.493928,6.493928,63.553859
42.882735,0.008150,5.114484,10.071536,10.071536,66.408768
43.969341,0.009681,4.711221,5.191085,5.191085,61.413290
46.038785,0.005768,4.610908,4.825440,4.825440,63.219959
51.325674,0.005969,4.464626,4.172799,4.172799,69.947847
43.896986,0.010181,5.059987,5.177105,5.177105,65.326083
43.060224,0.007057,4.309352,4.495241,4.495241,63.093766
45.561698,0.009968,4.520654,4.193332,4.193332,67.840895
40.942577,0.011883,4.500920,5.204109,5.204109,67.220253
40.463179,0.007185,4.443700,5.580780,5.580780,65.989660
39.073242,0.006027,3.955783,5.195549,5.195549,59.977254
37.721396,0.002910,4.074761,4.651760,4.651760,58.274228
38.813111,0.002735,3.584272,4.683670,4.683670,59.636735
35.819267,0.006365,3.761980,4.254985,4.254985,56.226985
35.609122,0.002225,6.390475,4.647918,4.647918,59.904750
35.072702,0.006730,3.770949,5.800448,5.800448,58.178013
41.408793,0.002875,3.832216,4.257866,4.257866,62.341975
35.831301,0.006171,4.048903,5.004410,5.004410,59.324636
37.825455,0.006771,4.691420,4.520820,4.520820,61.519917
38.751893,0.007448,4.608466,4.684467,4.684467,61.578072
39.984220,0.008371,4.661435,5.313165,5.313165,63.042787
46.583288,0.006352,5.326667,6.664495,6.664495,73.296533
43.114408,0.008021,5.497320,5.527266,5.527266,71.287409
45.136645,0.008668,5.629929,5.456971,5.456971,74.204958
40.635143,0.004359,5.977135,5.721222,5.721222,71.892137
49.342071,0.007589,5.437269,5.509651,5.509651,76.999457
43.397215,0.008350,5.437501,5.862296,5.862296,72.026961
46.303235,0.003683,5.028961,5.974627,5.974627,73.433548
55.081117,0.010171,8.134142,8.272891,8.272891,97.080333
51.489461,0.001590,5.451167,6.084762,6.084762,79.096779
45.291507,0.003057,4.076720,5.125724,5.125724,68.339735
45.915299,0.002338,4.112241,6.158203,6.158203,72.765336
50.109508,0.002966,4.295600,5.006833,5.006833,72.386792
77.771938,0.005090,5.106893,5.041987,5.041987,99.791362
48.409246,0.002575,4.355097,5.222359,5.222359,68.808519
47.863362,0.002876,3.954558,5.014417,5.014417,67.713674
44.959549,0.002820,4.019032,5.060656,5.060656,65.062628
46.096268,0.001975,3.378223,1.700432,1.700432,61.828089
45.351392,0.002810,2.956465,1.950393,1.950393,60.143712
45.471433,0.001792,2.899114,1.389771,1.389771,59.609548
45.088988,0.003414,5.108323,1.369717,1.369717,61.628030
44.130867,0.001585,2.747280,1.413235,1.413235,61.011360
46.249132,0.002021,2.727898,1.341301,1.341301,59.960947
42.874668,0.001899,2.681982,1.338239,1.338239,55.660389
51.225653,0.002420,3.601314,1.614393,1.614393,73.063078
52.129696,0.001272,4.865934,1.621702,1.621702,75.351737
50.023771,0.001963,3.014515,1.082084,1.082084,65.690214
43.238950,0.003796,3.803010,1.436540,1.436540,60.098029
42.069674,0.003456,3.341200,1.269696,1.269696,61.603500
44.613929,0.008532,3.876067,4.640889,4.640889,64.938857
44.036608,0.008933,3.952866,1.270221,1.270221,62.262134
40.271706,0.008258,4.123634,1.812304,1.812304,59.805259
44.873061,0.003626,4.133490,1.283422,1.283422,64.494418
39.606200,0.004460,4.657849,1.733128,1.733128,63.015924
75.079106,0.003619,4.271374,1.343390,1.343390,96.184652
41.752293,0.008617,4.021255,1.001456,1.001456,63.656384
42.298856,0.004924,4.302565,1.321452,1.321452,62.808028
51.327870,0.004356,4.366889,1.280833,1.280833,71.737078
38.452218,0.007689,4.369572,1.521367,1.521367,63.051654
40.180687,0.009854,4.607825,1.425970,1.425970,62.301613
41.047433,0.004586,4.449236,1.410371,1.410371,63.151050
42.117688,0.004962,4.705104,1.877319,1.877319,65.224850
54.565395,0.004667,4.718079,1.368443,1.368443,78.350297
43.769779,0.007766,5.387117,5.043654,5.043654,69.644326
39.755010,0.008630,4.686268,1.854491,1.854491,63.320685
47.848956,0.003040,4.759968,1.470530,1.470530,70.986845
49.395656,0.003525,5.353296,2.136632,2.136632,75.141564
42.914829,0.025999,4.801293,1.842210,1.842210,68.797759
40.859729,0.004921,5.446043,5.052957,5.052957,71.112570
40.203537,0.005824,5.195625,4.971210,4.971210,68.426751
40.308171,0.005723,5.830544,2.001210,2.001210,67.497717
39.193539,0.006787,5.644488,5.111814,5.111814,74.852725
51.550025,0.008925,6.567272,2.105754,2.105754,82.399375
42.973059,0.012737,6.930204,1.987343,1.987343,75.916818
52.113049,0.015048,6.453685,2.493363,2.493363,87.830176
56.673427,0.019346,5.298051,5.015253,5.015253,85.798860
42.263184,0.016927,5.042167,2.034543,2.034543,65.413742
41.448782,0.009141,5.083295,1.482475,1.482475,68.082613
39.638316,0.005928,4.967427,1.947290,1.947290,58.868155
41.382207,0.008763,5.449534,2.338855,2.338855,66.199662
40.536455,0.005968,4.945079,4.501719,4.501719,61.519425
43.563055,0.004178,4.496808,1.634543,1.634543,62.335080
45.750468,0.005754,5.549418,1.965593,1.965593,64.918981
41.238093,0.004818,5.871285,2.244571,2.244571,62.200903
42.415732,0.005892,6.098189,2.340007,2.340007,74.162735
46.295336,0.016005,6.822622,5.606087,5.606087,73.249079
46.008052,0.012350,6.450506,2.091719,2.091719,69.294931
47.131448,0.013860,6.602166,1.874994,1.874994,70.616314
47.659656,0.011444,7.719323,2.681397,2.681397,76.717399
45.286121,0.016330,7.270414,2.433468,2.433468,75.239288
54.021820,0.008612,7.289299,2.341088,2.341088,80.666562
49.474388,0.011167,6.916395,2.745047,2.745047,78.556118
54.685349,0.012490,7.346241,2.435604,2.435604,82.674555
54.167908,0.009792,8.009172,2.895289,2.895289,83.136449
60.063430,0.008070,7.908764,6.248046,6.248046,92.628958
75.989372,0.008113,7.198943,2.576454,2.576454,104.328708
65.350955,0.008410,7.821383,2.625414,2.625414,94.032222
64.646982,0.009519,9.530004,6.034650,6.034650,112.505578
68.707117,0.014148,9.816510,3.390617,3.390617,104.206538
68.420196,0.023256,11.076523,3.048102,3.048102,105.362228
63.766508,0.024763,10.826735,5.989552,5.989552,111.270557
61.200546,0.023991,10.915477,4.776355,4.776355,101.194469
66.458280,0.014840,10.955582,6.760952,6.760952,108.256750
58.562150,0.010555,10.627387,3.656425,3.656425,100.066424
75.305499,0.013919,10.997572,4.030392,4.030392,119.368480
63.471205,0.015505,9.795860,3.017292,3.017292,101.220114
64.228590,0.019181,10.566541,3.553170,3.553170,102.844002
60.849225,0.016319,10.552207,3.696114,3.696114,104.959904
70.657435,0.022813,9.730235,2.985670,2.985670,109.323848
70.152130,0.016736,9.928992,3.274161,3.274161,118.717906
71.332248,0.024029,11.102635,3.982339,3.982339,114.677146
70.508426,0.017566,11.517540,7.221699,7.221699,116.196469
64.639885,0.016958,13.311866,3.799186,3.799186,105.552764
67.523858,0.018915,9.736228,3.433019,3.433019,110.337358
61.719589,0.015113,9.543621,6.849124,6.849124,101.535472
70.526581,0.011572,8.164068,3.178945,3.178945,107.051559
85.784630,0.011570,9.576488,3.573800,3.573800,123.681516
61.912323,0.041839,10.878544,3.273749,3.273749,105.600778
64.738763,0.020153,7.386661,3.806260,3.806260,104.047784
58.191226,0.016975,7.198859,3.241286,3.241286,97.319500
61.857764,0.023146,7.250762,3.745002,3.745002,97.744671
60.890911,0.015155,6.865712,3.781572,3.781572,98.662471
67.867694,0.016801,6.369747,3.284371,3.284371,100.859411
80.189880,0.021854,5.265061,3.153795,3.153795,105.094026
68.067467,0.015626,5.443143,2.468411,2.468411,95.947142
70.906623,0.036369,5.386348,2.817710,2.817710,96.718154
73.678417,0.013847,5.893145,3.680421,3.680421,102.213526
72.056899,0.012899,5.771851,3.152136,3.152136,100.332494
70.999542,0.011021,5.232636,2.819616,2.819616,97.926529
69.932852,0.009611,5.811813,2.261280,2.261280,97.139974
74.684412,0.011846,5.043794,2.686848,2.686848,103.676452
72.743379,0.009869,5.560248,2.066556,2.066556,102.419835
67.030183,0.007883,5.478807,2.329008,2.329008,97.862746
76.028238,0.011368,6.195644,2.604343,2.604343,108.857372
68.157375,0.010221,6.901481,2.202667,2.202667,102.353817
70.797371,0.011081,7.404628,2.741895,2.741895,108.285991
75.920369,0.013243,7.627700,6.395377,6.395377,117.864675
63.106550,0.020152,7.906760,3.254418,3.254418,106.273211
64.285017,0.022035,11.740657,3.065772,3.065772,106.713310
68.167932,0.023643,8.101407,2.480915,2.480915,108.369031
69.208382,0.020587,9.161324,3.191277,3.191277,113.537396
70.626132,0.020963,9.457552,2.739284,2.739284,112.797233
69.379730,0.020202,10.647089,3.584281,3.584281,119.209149
70.719151,0.021097,10.015802,3.463961,3.463961,119.506333
70.581349,0.019806,9.409855,5.385609,5.385609,115.869883
77.983704,0.019710,9.175940,3.439492,3.439492,120.781769
77.870509,0.020857,9.591167,3.112301,3.112301,121.993578
80.974619,0.009129,11.673810,3.563262,3.563262,129.112665
80.421318,0.018785,10.707338,3.110315,3.110315,135.078827
102.258083,0.030883,43.607778,22.694930,22.694930,467.849384
102.711270,0.048582,38.989564,0.000000,0.000000,141.749776
105.972444,0.014444,40.020638,30.253504,30.253504,426.439493
107.194952,0.012681,43.245271,21.329866,21.329866,382.056363
102.875525,0.011217,39.319175,20.958056,20.958056,370.220048
100.147191,0.009496,35.166872,19.565509,19.565509,422.646572
96.616165,0.012944,33.842249,21.880600,21.880600,334.033605
87.218345,0.013400,33.847840,18.847347,18.847347,315.968555
85.138137,0.017978,31.347495,19.142922,19.142922,299.042054
79.860994,0.020795,36.784390,23.859156,23.859156,347.251813
80.740667,0.021603,30.254702,21.230290,21.230290,335.948998
83.415719,0.014601,28.199400,18.882221,18.882221,343.074156
85.204422,0.022748,26.810630,18.040560,18.040560,318.782650
83.843497,0.026318,28.990587,20.292614,20.292614,336.498402
87.495391,0.026949,29.103475,19.763097,19.763097,351.884283
81.927097,0.034833,29.043354,22.024172,22.024172,297.477737
80.114549,0.022258,25.352440,23.879380,23.879380,287.566726
75.880220,0.021508,27.520829,22.891926,22.891926,278.122426
83.155111,0.026369,25.020039,29.999262,29.999262,312.461380
79.139841,0.022592,27.231234,27.817706,27.817706,329.276113
78.874209,0.025246,25.792069,21.679906,21.679906,303.727871
80.522565,0.104849,31.113332,24.719934,24.719934,316.696095
78.689498,0.026954,28.355594,27.118167,27.118167,291.511139
82.117672,0.030351,27.873612,23.400345,23.400345,283.427001
73.174522,0.021650,34.945464,23.666661,23.666661,295.300745
74.996550,0.025579,33.624837,24.361448,24.361448,301.923675
81.458805,0.023253,34.503396,22.845072,22.845072,281.612293
80.405529,0.017117,32.986556,21.667171,21.667171,286.237384
80.957698,0.021343,31.362531,23.656600,23.656600,277.963189
86.070235,0.017799,35.215555,21.373799,21.373799,285.917058
85.385961,0.014903,27.797888,20.937288,20.937288,256.963125
81.174466,0.013448,27.592867,24.547946,24.547946,219.153509
78.067790,0.016671,29.106496,22.184712,22.184712,234.819295
77.059396,0.030600,13.550082,20.080289,20.080289,166.690253
77.524973,0.026110,14.096864,18.614873,18.614873,168.035808
97.639803,0.010322,16.473086,16.419408,16.419408,186.824588
70.585984,0.012417,16.582501,16.761529,16.761529,140.550788
72.157916,0.005347,14.693895,16.228029,16.228029,150.542384
75.288321,0.008679,12.087634,21.020795,21.020795,154.990526
73.281703,0.004466,11.549901,20.135564,20.135564,146.626727
75.268866,0.004632,10.922882,17.151948,17.151948,150.819315
74.338842,0.007566,9.781366,15.944257,15.944257,150.775327
74.498327,0.002824,9.065918,16.034744,16.034744,133.201078
74.504621,0.002040,8.993061,15.399312,15.399312,142.505703
73.815308,0.001909,7.680165,15.842511,15.842511,136.041829
71.107980,0.005830,7.464683,19.952642,19.952642,131.741921
75.004628,0.001719,6.994208,14.983449,14.983449,117.177605
70.995898,0.001348,7.019090,18.499947,18.499947,120.475455
66.000186,0.004157,6.879684,15.205850,15.205850,112.577498
61.582544,0.001331,8.315286,15.859189,15.859189,115.403027
55.834933,0.006239,7.219641,19.270086,19.270086,102.331934
59.715895,0.009357,7.877050,13.118766,13.118766,101.563493
58.239084,0.010780,8.247231,15.247429,15.247429,108.167816
59.791129,0.005106,6.851406,11.211065,11.211065,99.259208
59.016325,0.010121,7.492129,11.653187,11.653187,93.918301
57.478288,0.011982,6.021908,15.148282,15.148282,97.304561
59.464135,0.004766,6.779996,12.211307,12.211307,97.632536
57.920032,0.004207,6.670208,11.558681,11.558681,103.168684
58.273261,0.008608,6.032208,11.048369,11.048369,100.218278
55.474877,0.007549,6.678943,10.965788,10.965788,95.855912
57.236198,0.011556,8.754560,11.412958,11.412958,108.435893
65.208826,0.005420,7.188963,12.096446,12.096446,111.743317
56.351073,0.007500,6.562865,12.489108,12.489108,97.908878
53.199225,0.008266,7.369358,11.307354,11.307354,93.680313
53.230250,0.002676,7.130492,14.333178,14.333178,101.056762
60.571860,0.008250,8.647015,16.508093,16.508093,112.850022
66.075966,0.002256,6.006906,10.911473,10.911473,105.909851
58.417946,0.002211,5.404580,11.755007,11.755007,92.089691
61.802162,0.006084,5.076981,11.394066,11.394066,94.359967
61.355750,0.001744,4.936271,12.442684,12.442684,94.836933
53.239862,0.002170,4.786150,7.937510,7.937510,81.767320
61.235882,0.006614,4.719390,6.135578,6.135578,88.012248
66.469778,0.001172,6.302183,5.683195,5.683195,95.038043
55.645420,0.002237,5.719941,8.211547,8.211547,88.280209
79.166526,0.011320,6.947117,10.550935,10.550935,116.590704
50.339805,0.014205,9.154822,12.282594,12.282594,103.337989
48.492618,0.022621,7.500007,9.968606,9.968606,99.460620
