#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,7.974280,0.000000,0.000000,3.231897,3.732291,0.011967,17.603277
0.000000,0.000000,7.933505,0.000000,0.000000,2.800405,3.624276,0.011981,14.776240
0.000000,0.000000,8.173060,0.000000,0.000000,2.809609,3.645943,0.013293,16.054866
0.000000,0.000000,8.003669,0.000000,0.000000,3.114694,3.846510,0.056340,15.351352
0.000000,0.000000,8.262918,0.000000,0.000000,3.029924,4.029383,0.010940,15.663482
0.000000,0.000000,8.049799,0.000000,0.000000,3.273206,3.843564,0.012483,15.898464
0.000000,0.000000,8.484803,0.000000,0.000000,2.583854,3.830447,0.011513,16.407095
0.000000,0.000000,8.574425,0.000000,0.000000,2.456283,4.521462,0.012279,16.659389
0.000000,0.000000,8.509608,0.000000,0.000000,3.468231,4.045760,0.109375,15.797033
0.000000,0.000000,8.033105,0.000000,0.000000,2.741132,4.167965,0.012060,16.704346
0.000000,0.000000,10.798122,0.000000,0.000000,3.886040,4.626649,0.013239,19.298625
0.000000,0.000000,9.534342,0.000000,0.000000,3.238139,4.107940,0.022881,17.354806
0.000000,0.000000,9.920665,0.000000,0.000000,3.178902,4.118749,0.011764,19.393560
0.000000,0.000000,10.144396,0.000000,0.000000,3.613474,6.287539,0.019973,18.426635
0.000000,0.000000,9.409191,0.000000,0.000000,3.749046,6.117299,0.020934,17.580553
0.000000,0.000000,7.833167,0.000000,0.000000,4.200065,5.128759,0.073304,18.597730
0.000000,0.000000,7.828244,0.000000,0.000000,2.565017,5.764012,0.036239,18.587756
0.000000,0.000000,7.771682,0.000000,0.000000,4.183574,6.975155,0.020141,18.013235
0.000000,0.000000,7.789330,0.000000,0.000000,3.151752,4.240623,0.014544,17.241042
0.000000,0.000000,7.936823,0.000000,0.000000,3.507829,3.701226,0.058562,20.059224
0.000000,0.000000,8.234729,0.000000,0.000000,3.030299,4.025905,0.012314,16.539114
0.000000,0.000000,8.233296,0.000000,0.000000,3.491257,4.323564,0.013812,16.365484
0.000000,0.000000,8.226579,0.000000,0.000000,2.818314,4.834308,0.014818,16.156061
0.000000,0.000000,7.739372,0.000000,0.000000,3.159971,4.091030,0.013948,16.523572
0.000000,0.000000,7.791385,0.000000,0.000000,3.251278,3.896834,0.011562,16.336831
0.000000,0.000000,8.510242,0.000000,0.000000,3.415915,3.983866,0.011953,16.749205
0.000000,0.000000,8.065148,0.000000,0.000000,2.930074,3.943460,0.058933,16.097055
0.000000,0.000000,7.312201,0.000000,0.000000,2.614195,4.589979,0.013490,15.560148
0.000000,0.000000,7.793411,0.000000,0.000000,2.943076,4.287326,0.015149,15.567362
0.000000,0.000000,7.659845,0.000000,0.000000,3.595533,4.151670,0.014831,15.785293
0.000000,0.000000,8.153513,0.000000,0.000000,3.264947,4.509815,0.013911,16.304112
0.000000,0.000000,7.963297,0.000000,0.000000,2.930678,4.581669,0.061291,16.658870
0.000000,0.000000,8.251399,0.000000,0.000000,3.262762,4.692438,0.013446,16.937209
0.000000,0.000000,7.625867,0.000000,0.000000,3.252978,4.700203,0.016964,16.069026
0.000000,0.000000,7.771315,0.000000,0.000000,4.183259,4.655711,0.016303,16.623075
0.000000,0.000000,7.774890,0.000000,0.000000,4.147032,3.971832,0.013986,16.686775
0.000000,0.000000,7.822891,0.000000,0.000000,2.904907,4.567790,0.012861,17.681106
0.000000,0.000000,8.250398,0.000000,0.000000,4.446382,5.569845,0.076992,17.310657
0.000000,0.000000,7.586893,0.000000,0.000000,4.008195,4.680922,0.014118,15.949717
0.000000,0.000000,16.682054,0.000000,0.000000,3.313697,4.955880,0.015548,28.305571
0.000000,0.000000,8.924380,0.000000,0.000000,3.859201,5.566106,0.015718,18.605410
0.000000,0.000000,7.642925,0.000000,0.000000,3.297541,4.375314,0.015489,16.966894
0.000000,0.000000,7.637032,0.000000,0.000000,3.199039,4.649474,0.177842,18.039664
0.000000,0.000000,7.661125,0.000000,0.000000,2.976533,5.269155,0.024432,16.245992
0.000000,0.000000,7.524490,0.000000,0.000000,3.358993,5.217498,0.154835,17.122002
0.000000,0.000000,7.635990,0.000000,0.000000,2.851535,4.395062,0.052221,16.932526
0.000000,0.000000,7.693318,0.000000,0.000000,2.779575,4.622234,0.025916,18.342225
0.000000,0.000000,7.660475,0.000000,0.000000,2.848860,5.076651,0.114183,16.833247
0.000000,0.000000,7.644559,0.000000,0.000000,2.722591,7.043095,0.021633,16.384005
0.000000,0.000000,7.567185,0.000000,0.000000,5.078977,6.574588,0.017992,16.838845
0.000000,0.000000,7.434400,0.000000,0.000000,4.403053,8.133905,0.023307,18.185201
0.000000,0.000000,8.010838,0.000000,0.000000,3.319452,8.506149,0.016775,20.619981
0.000000,0.000000,7.533134,0.000000,0.000000,3.889707,6.181922,0.071132,21.032876
0.000000,0.000000,8.011659,0.000000,0.000000,3.637098,7.066314,0.019653,20.865473
0.000000,0.000000,7.455283,0.000000,0.000000,2.997153,6.034945,0.044171,18.474859
0.000000,0.000000,7.917815,0.000000,0.000000,2.934110,4.451871,0.017156,19.584404
0.000000,0.000000,7.481830,0.000000,0.000000,5.247694,4.349775,0.015123,17.649180
0.000000,0.000000,7.572631,0.000000,0.000000,5.234069,6.090595,0.086174,15.935558
0.000000,0.000000,10.004928,0.000000,0.000000,2.919389,4.262490,0.012886,20.601699
0.000000,0.000000,10.284461,0.000000,0.000000,2.814927,4.623403,0.014008,22.695860
0.000000,0.000000,7.380099,0.000000,0.000000,3.007083,4.174993,0.015084,15.440958
0.000000,0.000000,7.618588,0.000000,0.000000,3.546152,4.800477,0.015778,15.984493
0.000000,0.000000,7.324132,0.000000,0.000000,2.808634,4.360706,0.057415,15.409718
0.000000,0.000000,7.371583,0.000000,0.000000,2.602986,4.255759,0.012586,16.694884
0.000000,0.000000,7.328145,0.000000,0.000000,3.048522,5.325500,0.014347,15.390620
0.000000,0.000000,7.388601,0.000000,0.000000,3.037407,4.232640,0.014299,15.095241
0.000000,0.000000,10.541853,0.000000,0.000000,3.632430,7.518709,0.022072,19.838835
0.000000,0.000000,9.072127,0.000000,0.000000,2.903791,4.077092,0.015095,17.274522
0.000000,0.000000,7.304686,0.000000,0.000000,2.724608,3.723748,0.056285,19.442057
0.000000,0.000000,7.280426,0.000000,0.000000,3.018600,4.185385,0.012437,15.129796
0.000000,0.000000,7.206583,0.000000,0.000000,2.808377,4.712903,0.015699,14.538771
0.000000,0.000000,7.306085,0.000000,0.000000,3.761301,3.997076,0.014750,15.406837
0.000000,0.000000,7.244127,0.000000,0.000000,2.671346,4.106507,0.013728,15.681292
0.000000,0.000000,7.382511,0.000000,0.000000,3.100208,3.631487,0.061073,16.041686
0.000000,0.000000,7.262332,0.000000,0.000000,2.663164,4.071751,0.012530,14.949619
0.000000,0.000000,8.716303,0.000000,0.000000,2.846168,4.304151,0.014773,16.360902
0.000000,0.000000,7.915720,0.000000,0.000000,4.927852,4.300165,0.014787,16.373542
0.000000,0.000000,8.127895,0.000000,0.000000,4.669228,4.706399,0.013805,16.255231
0.000000,0.000000,9.440208,0.000000,0.000000,3.782344,6.477554,0.069813,19.643119
0.000000,0.000000,7.677985,0.000000,0.000000,3.263181,4.153180,0.012639,18.105736
0.000000,0.000000,7.459761,0.000000,0.000000,3.332625,4.180197,0.014384,18.667580
0.000000,0.000000,7.562477,0.000000,0.000000,3.584265,3.957105,0.016552,15.848521
0.000000,0.000000,7.548666,0.000000,0.000000,2.566824,3.990224,0.013331,16.006399
0.000000,0.000000,7.879334,0.000000,0.000000,2.858875,4.003759,0.013787,16.342157
0.000000,0.000000,7.140876,0.000000,0.000000,2.658662,3.700963,0.057434,15.009895
0.000000,0.000000,7.023559,0.000000,0.000000,3.919380,4.220126,0.012255,14.785161
0.000000,0.000000,6.979025,0.000000,0.000000,3.241115,4.205113,0.012914,14.270536
0.000000,0.000000,7.226540,0.000000,0.000000,3.344588,3.895184,0.014898,16.234633
0.000000,0.000000,7.512135,0.000000,0.000000,2.739628,3.661845,0.015303,15.814186
0.000000,0.000000,8.410027,0.000000,0.000000,2.622746,3.334841,0.054700,16.561847
0.000000,0.000000,6.873012,0.000000,0.000000,2.645450,3.742750,0.011371,14.165352
0.000000,0.000000,6.710673,0.000000,0.000000,3.095474,3.765815,0.011872,13.623356
0.000000,0.000000,6.824915,0.000000,0.000000,3.519309,5.661003,0.020463,14.086709
0.000000,0.000000,7.342372,0.000000,0.000000,2.591345,3.386746,0.013389,15.074303
0.000000,0.000000,9.447513,0.000000,0.000000,2.451928,3.601702,0.015843,19.668977
0.000000,0.000000,6.949908,0.000000,0.000000,2.382450,3.569464,0.056003,13.773418
0.000000,0.000000,7.077098,0.000000,0.000000,2.082849,5.268380,0.018879,13.980873
0.000000,0.000000,8.236971,0.000000,0.000000,2.418230,3.916858,0.011185,15.119317
0.000000,0.000000,6.885783,0.000000,0.000000,2.549251,3.517425,0.012390,15.193395
0.000000,0.000000,6.803611,0.000000,0.000000,2.365484,3.425376,0.010948,14.007349
0.000000,0.000000,6.964749,0.000000,0.000000,2.184933,3.470947,0.011401,13.910094
0.000000,0.000000,6.949439,0.000000,0.000000,3.220545,5.229707,0.082035,13.585038
0.000000,0.000000,6.887188,0.000000,0.000000,3.296132,6.659091,0.017465,13.402825
0.000000,0.000000,9.718344,0.000000,0.000000,3.400897,3.975770,0.011314,19.224213
0.000000,0.000000,9.713673,0.000000,0.000000,3.558244,4.005674,0.011705,20.721951
0.000000,0.000000,8.518653,0.000000,0.000000,3.268446,6.039158,0.019018,16.826425
0.000000,0.000000,10.041414,0.000000,0.000000,2.781349,4.021946,0.057514,18.537156
0.000000,0.000000,9.164172,0.000000,0.000000,2.865718,4.534400,0.012028,19.505971
0.000000,0.000000,7.307791,0.000000,0.000000,2.967221,4.255119,0.012408,14.991742
0.000000,0.000000,7.079208,0.000000,0.000000,2.981802,4.170792,0.012820,15.361262
0.000000,0.000000,6.826100,0.000000,0.000000,2.889572,4.413072,0.012395,14.909233
0.000000,0.000000,7.000640,0.000000,0.000000,3.273329,4.342414,0.012154,14.994998
0.000000,0.000000,6.951830,0.000000,0.000000,3.668629,4.846711,0.066435,15.128130
0.000000,0.000000,7.043509,0.000000,0.000000,3.269984,4.007573,0.011737,15.536614
0.000000,0.000000,11.995931,0.000000,0.000000,3.393058,4.134010,0.012127,21.791108
0.000000,0.000000,7.265635,0.000000,0.000000,2.821561,4.143434,0.013612,15.356260
0.000000,0.000000,7.301811,0.000000,0.000000,3.427098,7.399965,0.018804,15.762459
0.000000,0.000000,9.716906,0.000000,0.000000,2.551424,3.980248,0.012387,17.595215
0.000000,0.000000,6.810512,0.000000,0.000000,2.716244,4.979063,0.011026,18.571041
0.000000,0.000000,6.812688,0.000000,0.000000,2.974579,4.339142,0.057471,14.241891
0.000000,0.000000,6.878351,0.000000,0.000000,2.674887,4.803608,0.012899,15.422566
0.000000,0.000000,6.776233,0.000000,0.000000,2.913526,4.987901,0.012654,14.951657
0.000000,0.000000,6.891076,0.000000,0.000000,2.885380,4.229604,0.014624,15.177941
0.000000,0.000000,6.738136,0.000000,0.000000,3.748298,7.071515,0.019930,15.420517
0.000000,0.000000,8.628741,0.000000,0.000000,2.726968,4.201278,0.014080,16.644474
0.000000,0.000000,7.278467,0.000000,0.000000,3.369445,3.734058,0.057297,19.000325
0.000000,0.000000,6.906878,0.000000,0.000000,3.118752,4.483762,0.012906,16.199034
0.000000,0.000000,6.820778,0.000000,0.000000,3.956994,5.255322,0.013087,15.365367
0.000000,0.000000,7.461779,0.000000,0.000000,3.484319,5.107141,0.015577,15.938253
0.000000,0.000000,7.349319,0.000000,0.000000,3.519216,4.511365,0.014736,17.408078
0.000000,0.000000,7.374693,0.000000,0.000000,2.922161,4.904298,0.013546,16.885220
0.000000,0.000000,7.315651,0.000000,0.000000,3.042326,3.942660,0.059724,16.273715
0.000000,0.000000,7.670365,0.000000,0.000000,4.138656,5.428692,0.014486,16.382007
0.000000,0.000000,9.429384,0.000000,0.000000,4.396772,6.255927,0.019486,17.323114
0.000000,0.000000,6.604054,0.000000,0.000000,2.596624,3.976747,0.013165,17.121808
0.000000,0.000000,6.576084,0.000000,0.000000,2.810261,4.298215,0.013311,18.137078
0.000000,0.000000,6.735315,0.000000,0.000000,3.239199,3.909466,0.060698,14.232959
0.000000,0.000000,6.673614,0.000000,0.000000,2.689608,4.213997,0.012897,14.664426
0.000000,0.000000,6.633202,0.000000,0.000000,3.318565,4.709367,0.012785,14.643137
0.000000,0.000000,6.703811,0.000000,0.000000,2.914437,3.968743,0.014609,14.439348
0.000000,0.000000,6.615768,0.000000,0.000000,2.459398,4.056293,0.013775,15.557960
0.000000,0.000000,6.640925,0.000000,0.000000,2.356700,3.793354,0.013183,14.439090
0.000000,0.000000,6.628772,0.000000,0.000000,3.817198,6.436003,0.088345,14.034973
0.000000,0.000000,6.622816,0.000000,0.000000,4.052848,7.136526,0.019168,13.596612
0.000000,0.000000,9.016346,0.000000,0.000000,3.991119,4.260299,0.013305,20.235492
0.000000,0.000000,8.823785,0.000000,0.000000,4.429315,5.406036,0.013353,21.031781
0.000000,0.000000,8.623972,0.000000,0.000000,2.914898,6.069083,0.029256,17.871116
0.000000,0.000000,6.739900,0.000000,0.000000,2.590006,3.907683,0.015396,17.778130
0.000000,0.000000,6.533246,0.000000,0.000000,2.692778,3.403865,0.058364,16.635702
0.000000,0.000000,6.779574,0.000000,0.000000,2.605425,4.889224,0.012080,14.163962
0.000000,0.000000,6.625923,0.000000,0.000000,3.102697,4.073954,0.012265,13.585272
0.000000,0.000000,6.889395,0.000000,0.000000,2.723912,4.075513,0.012844,15.236602
0.000000,0.000000,6.973853,0.000000,0.000000,2.388601,3.832240,0.012554,15.016645
0.000000,0.000000,7.022585,0.000000,0.000000,2.635570,3.826704,0.012169,14.690358
0.000000,0.000000,6.761972,0.000000,0.000000,3.502266,5.242380,0.018265,13.895605
0.000000,0.000000,6.758494,0.000000,0.000000,2.603018,3.540939,0.056915,14.121236
0.000000,0.000000,8.365325,0.000000,0.000000,2.069509,3.816383,0.010712,18.092075
0.000000,0.000000,7.119399,0.000000,0.000000,2.980223,6.375246,0.036393,15.163628
0.000000,0.000000,8.242717,0.000000,0.000000,3.637668,7.044139,0.021783,14.989066
0.000000,0.000000,6.559821,0.000000,0.000000,2.972543,4.448933,0.016871,16.873360
0.000000,0.000000,6.532910,0.000000,0.000000,2.755005,4.261336,0.056477,18.140062
0.000000,0.000000,6.554789,0.000000,0.000000,2.706691,3.985298,0.010936,14.943901
0.000000,0.000000,6.619383,0.000000,0.000000,3.206309,4.013765,0.011184,14.528115
0.000000,0.000000,6.646651,0.000000,0.000000,2.473887,4.424161,0.011516,14.208256
0.000000,0.000000,6.728389,0.000000,0.000000,3.057555,3.664276,0.011201,14.777120
0.000000,0.000000,6.997749,0.000000,0.000000,2.723580,3.636649,0.011314,14.784590
0.000000,0.000000,7.003319,0.000000,0.000000,2.992487,4.461497,0.014582,14.575535
0.000000,0.000000,7.257620,0.000000,0.000000,2.417896,3.448483,0.011596,14.486058
0.000000,0.000000,7.242968,0.000000,0.000000,3.911953,5.505746,0.080362,15.600213
0.000000,0.000000,7.192227,0.000000,0.000000,2.166874,4.093739,0.011229,13.922850
0.000000,0.000000,17.280441,0.000000,0.000000,2.489057,4.308125,0.011245,28.312527
0.000000,0.000000,8.872963,0.000000,0.000000,3.931832,4.764391,0.015580,15.964921
0.000000,0.000000,7.871564,0.000000,0.000000,2.383806,5.812362,0.031743,15.539411
0.000000,0.000000,6.716725,0.000000,0.000000,2.223629,4.078553,0.058997,16.294322
0.000000,0.000000,6.820737,0.000000,0.000000,2.055121,3.804274,0.012178,16.666399
0.000000,0.000000,6.805362,0.000000,0.000000,2.494901,3.604587,0.012996,13.999957
0.000000,0.000000,6.674361,0.000000,0.000000,2.541095,4.447030,0.013738,13.348011
0.000000,0.000000,6.714268,0.000000,0.000000,2.667708,3.910510,0.013268,13.666027
0.000000,0.000000,6.918579,0.000000,0.000000,2.446907,3.783653,0.013440,14.836037
0.000000,0.000000,6.787688,0.000000,0.000000,2.410359,3.536379,0.055088,14.274584
0.000000,0.000000,6.865915,0.000000,0.000000,3.321022,4.261314,0.012813,13.967343
0.000000,0.000000,6.734847,0.000000,0.000000,3.314347,4.073858,0.013056,13.559550
0.000000,0.000000,7.573403,0.000000,0.000000,2.826770,4.219554,0.015770,16.068342
0.000000,0.000000,6.978036,0.000000,0.000000,3.963093,4.079384,0.013179,15.201323
0.000000,0.000000,7.048607,0.000000,0.000000,3.444261,6.688066,0.020832,15.023678
0.000000,0.000000,9.077641,0.000000,0.000000,2.681119,4.141378,0.055152,18.074382
0.000000,0.000000,7.585402,0.000000,0.000000,2.619675,4.229639,0.013395,18.709869
0.000000,0.000000,6.807402,0.000000,0.000000,3.006686,3.890476,0.013516,14.448758
0.000000,0.000000,6.975789,0.000000,0.000000,2.752470,4.162199,0.012924,14.636150
0.000000,0.000000,7.003415,0.000000,0.000000,3.052784,3.963196,0.058185,14.764824
0.000000,0.000000,7.030392,0.000000,0.000000,2.754621,4.316471,0.012683,14.789734
0.000000,0.000000,6.889516,0.000000,0.000000,3.435117,4.608856,0.012849,14.853834
0.000000,0.000000,6.978531,0.000000,0.000000,3.190025,4.444172,0.013835,14.915624
0.000000,0.000000,6.926038,0.000000,0.000000,3.598375,4.977928,0.015077,15.828375
0.000000,0.000000,7.046635,0.000000,0.000000,4.734234,6.557878,0.021386,15.599606
0.000000,0.000000,7.580821,0.000000,0.000000,2.998116,4.020684,0.013651,17.058590
0.000000,0.000000,9.186645,0.000000,0.000000,6.528383,6.487595,0.098188,21.489770
0.000000,0.000000,10.112131,0.000000,0.000000,2.781723,4.125277,0.012822,18.034502
0.000000,0.000000,22.134741,0.000000,0.000000,3.771705,4.407577,0.013403,37.093932
0.000000,0.000000,6.973140,0.000000,0.000000,3.135221,4.283539,0.013243,14.709512
0.000000,0.000000,7.111280,0.000000,0.000000,3.775286,4.543633,0.011944,16.273186
0.000000,0.000000,7.420837,0.000000,0.000000,3.209737,4.623787,0.057809,15.764122
0.000000,0.000000,6.925090,0.000000,0.000000,2.797293,4.893485,0.012590,16.090490
0.000000,0.000000,6.896434,0.000000,0.000000,3.300342,4.941585,0.013944,15.671388
0.000000,0.000000,7.080445,0.000000,0.000000,4.258884,5.550337,0.012413,15.608301
0.000000,0.000000,7.187011,0.000000,0.000000,3.590895,4.979262,0.012820,16.340373
0.000000,0.000000,9.159784,0.000000,0.000000,2.888833,4.553856,0.101283,19.933453
0.000000,0.000000,7.124169,0.000000,0.000000,3.605060,4.927840,0.014348,17.197680
0.000000,0.000000,7.015426,0.000000,0.000000,3.744585,4.661007,0.016650,15.374132
0.000000,0.000000,6.927741,0.000000,0.000000,4.631615,6.179610,0.017108,16.257868
0.000000,0.000000,9.696926,0.000000,0.000000,3.223608,4.389296,0.014995,19.070356
0.000000,0.000000,7.805594,0.000000,0.000000,3.261163,4.617971,0.014701,19.522386
0.000000,0.000000,7.501769,0.000000,0.000000,3.113754,4.460078,0.058975,15.987787
0.000000,0.000000,7.710461,0.000000,0.000000,4.006657,4.814393,0.014056,16.696359
0.000000,0.000000,7.028953,0.000000,0.000000,3.945949,4.906266,0.013985,15.526556
0.000000,0.000000,7.109756,0.000000,0.000000,3.598149,6.691179,0.030934,16.801996
0.000000,0.000000,8.716598,0.000000,0.000000,3.050070,4.444541,0.016186,18.570714
0.000000,0.000000,7.090598,0.000000,0.000000,3.008798,4.661248,0.014684,18.753231
0.000000,0.000000,7.107365,0.000000,0.000000,3.462077,4.599360,0.059549,15.516283
0.000000,0.000000,7.447518,0.000000,0.000000,2.970129,6.231982,0.014739,15.950788
0.000000,0.000000,7.128109,0.000000,0.000000,3.260515,4.909389,0.015026,16.073692
0.000000,0.000000,7.156565,0.000000,0.000000,3.735943,5.710779,0.015815,17.242517
0.000000,0.000000,7.116874,0.000000,0.000000,3.368474,5.064395,0.017184,16.241179
0.000000,0.000000,7.125699,0.000000,0.000000,3.457078,4.943035,0.015513,17.490030
0.000000,0.000000,7.328630,0.000000,0.000000,3.438839,6.090265,0.034710,16.594477
0.000000,0.000000,8.762914,0.000000,0.000000,3.185930,5.421567,0.063048,18.202805
0.000000,0.000000,7.100426,0.000000,0.000000,3.430420,6.370151,0.014751,17.778700
0.000000,0.000000,7.095352,0.000000,0.000000,3.861735,5.381284,0.015456,16.675345
0.000000,0.000000,7.027577,0.000000,0.000000,3.474191,5.382090,0.013683,17.701965
0.000000,0.000000,7.125211,0.000000,0.000000,3.685762,5.054398,0.014215,17.393572
0.000000,0.000000,7.130149,0.000000,0.000000,4.386617,4.451081,0.059883,16.850984
0.000000,0.000000,7.074555,0.000000,0.000000,3.547983,5.321533,0.015107,16.688411
0.000000,0.000000,7.030222,0.000000,0.000000,5.882429,8.479982,0.031971,16.764591
0.000000,0.000000,7.115182,0.000000,0.000000,5.997950,9.517571,0.031683,16.915678
0.000000,0.000000,9.780626,0.000000,0.000000,5.747548,8.853361,0.022807,25.363176
0.000000,0.000000,9.904165,0.000000,0.000000,5.601103,7.032107,0.091244,26.554663
0.000000,0.000000,9.985174,0.000000,0.000000,3.637198,6.099412,0.015319,25.626060
0.000000,0.000000,9.858001,0.000000,0.000000,6.622939,6.705045,0.018232,23.596785
0.000000,0.000000,9.848459,0.000000,0.000000,5.199461,5.959251,0.015196,21.068532
0.000000,0.000000,7.211828,0.000000,0.000000,3.809343,5.802461,0.081906,21.513743
0.000000,0.000000,7.270919,0.000000,0.000000,3.532487,6.034617,0.016092,19.316020
0.000000,0.000000,7.812867,0.000000,0.000000,3.726405,5.485859,0.019169,18.545869
0.000000,0.000000,7.457706,0.000000,0.000000,3.668922,5.261555,0.015620,17.901682
0.000000,0.000000,7.650373,0.000000,0.000000,5.494551,5.913213,0.063156,17.779261
0.000000,0.000000,8.756792,0.000000,0.000000,3.347010,6.917924,0.034042,18.579555
0.000000,0.000000,7.398310,0.000000,0.000000,3.601609,5.535856,0.017924,19.963200
0.000000,0.000000,7.209568,0.000000,0.000000,5.583466,7.242354,0.015927,18.785933
0.000000,0.000000,7.349618,0.000000,0.000000,4.288615,5.251826,0.060216,17.481513
0.000000,0.000000,9.809182,0.000000,0.000000,3.702074,5.429246,0.015263,23.570115
0.000000,0.000000,7.715333,0.000000,0.000000,5.151001,5.219930,0.017660,18.181415
0.000000,0.000000,7.986207,0.000000,0.000000,5.208016,6.082692,0.019209,18.405978
0.000000,0.000000,8.825797,0.000000,0.000000,3.148502,5.815900,0.062176,20.245560
0.000000,0.000000,7.764703,0.000000,0.000000,3.006974,5.109843,0.016980,20.296106
0.000000,0.000000,6.979804,0.000000,0.000000,3.543918,5.371206,0.017690,16.937736
0.000000,0.000000,7.037944,0.000000,0.000000,3.886924,5.451954,0.019499,16.058784
0.000000,0.000000,7.079869,0.000000,0.000000,4.237112,5.592558,0.060813,17.044103
0.000000,0.000000,7.614224,0.000000,0.000000,3.460892,5.752035,0.016619,17.908636
0.000000,0.000000,7.852309,0.000000,0.000000,4.115436,6.065997,0.017299,18.609681
0.000000,0.000000,7.790954,0.000000,0.000000,6.853694,5.923153,0.018268,18.657570
0.000000,0.000000,10.103956,0.000000,0.000000,3.452315,5.929903,0.097089,21.255482
0.000000,0.000000,7.234122,0.000000,0.000000,5.045496,7.950768,0.024293,21.035584
0.000000,0.000000,7.130357,0.000000,0.000000,5.327534,7.988105,0.024101,17.729796
0.000000,0.000000,9.067218,0.000000,0.000000,5.903646,7.945216,0.025112,23.200749
0.000000,0.000000,9.178118,0.000000,0.000000,3.754239,4.941995,0.016461,23.703116
0.000000,0.000000,9.328004,0.000000,0.000000,3.251275,4.758792,0.061762,24.253925
0.000000,0.000000,7.155976,0.000000,0.000000,3.225788,4.999538,0.014938,17.440198
0.000000,0.000000,7.089752,0.000000,0.000000,5.070969,6.751926,0.020270,16.098574
0.000000,0.000000,7.789127,0.000000,0.000000,3.210088,4.571752,0.029662,18.923844
0.000000,0.000000,6.947310,0.000000,0.000000,4.121744,4.482193,0.058782,19.853301
0.000000,0.000000,6.911947,0.000000,0.000000,3.280252,5.002533,0.024361,15.982811
0.000000,0.000000,6.977098,0.000000,0.000000,3.832568,5.750923,0.016091,16.552682
0.000000,0.000000,7.186579,0.000000,0.000000,3.889406,4.364391,0.059186,16.395349
0.000000,0.000000,7.131457,0.000000,0.000000,4.135292,4.985730,0.014108,17.713213
0.000000,0.000000,7.078635,0.000000,0.000000,3.631791,4.583021,0.016218,16.292845
0.000000,0.000000,7.511517,0.000000,0.000000,3.870630,5.115922,0.061824,17.527841
0.000000,0.000000,7.514447,0.000000,0.000000,3.101794,5.095718,0.015095,16.657596
0.000000,0.000000,7.834112,0.000000,0.000000,4.923496,8.222043,0.022286,17.844497
0.000000,0.000000,9.067317,0.000000,0.000000,3.573133,4.566418,0.061184,18.193092
0.000000,0.000000,7.006950,0.000000,0.000000,4.264077,5.178677,0.015402,21.156199
0.000000,0.000000,7.365046,0.000000,0.000000,3.642188,5.086836,0.018245,16.452389
0.000000,0.000000,7.416054,0.000000,0.000000,3.529372,5.433994,0.015603,17.843786
0.000000,0.000000,7.387208,0.000000,0.000000,3.453605,5.101599,0.064091,17.072309
0.000000,0.000000,7.000303,0.000000,0.000000,3.348485,6.088124,0.014645,16.886121
0.000000,0.000000,7.765668,0.000000,0.000000,3.906664,6.668247,0.016403,17.341213
0.000000,0.000000,7.326747,0.000000,0.000000,4.541052,8.333465,0.025608,18.497561
0.000000,0.000000,8.749342,0.000000,0.000000,3.432069,4.787056,0.059354,20.285646
0.000000,0.000000,6.706706,0.000000,0.000000,3.175035,6.353587,0.015645,20.537884
0.000000,0.000000,6.676911,0.000000,0.000000,3.858660,5.015745,0.016665,15.744669
0.000000,0.000000,6.801977,0.000000,0.000000,3.637765,5.249093,0.016026,17.240233
0.000000,0.000000,6.880911,0.000000,0.000000,3.454602,4.559970,0.058888,16.698261
0.000000,0.000000,6.844912,0.000000,0.000000,2.987459,4.745974,0.015610,16.753038
0.000000,0.000000,6.810777,0.000000,0.000000,3.433025,4.743618,0.016387,15.705408
0.000000,0.000000,6.683639,0.000000,0.000000,2.817075,4.498846,0.015664,15.378943
0.000000,0.000000,6.751448,0.000000,0.000000,3.815286,7.097401,0.107991,16.084293
0.000000,0.000000,8.916722,0.000000,0.000000,2.932042,4.703064,0.014766,17.146670
0.000000,0.000000,6.593925,0.000000,0.000000,2.878669,4.760504,0.016688,18.624007
0.000000,0.000000,6.626749,0.000000,0.000000,5.127029,6.452205,0.021978,15.198812
0.000000,0.000000,6.607329,0.000000,0.000000,4.771208,6.699093,0.091876,15.163569
0.000000,0.000000,9.032390,0.000000,0.000000,4.266859,7.176859,0.021630,21.609011
0.000000,0.000000,9.342074,0.000000,0.000000,4.789939,7.320461,0.022115,22.011242
0.000000,0.000000,9.314016,0.000000,0.000000,4.181843,6.142230,0.027888,21.872925
0.000000,0.000000,9.246520,0.000000,0.000000,4.047278,7.189077,0.027332,22.497670
0.000000,0.000000,9.259502,0.000000,0.000000,2.792686,4.261196,0.014316,20.616678
0.000000,0.000000,9.266379,0.000000,0.000000,2.487382,5.121055,0.030037,21.591854
0.000000,0.000000,9.809838,0.000000,0.000000,3.169132,4.198811,0.019010,17.798249
0.000000,0.000000,6.933324,0.000000,0.000000,2.581518,4.004979,0.056312,15.537989
0.000000,0.000000,7.453782,0.000000,0.000000,2.948115,4.264687,0.012950,15.763299
0.000000,0.000000,6.768874,0.000000,0.000000,2.705529,4.491874,0.013894,14.245712
0.000000,0.000000,7.401435,0.000000,0.000000,2.802016,4.421882,0.013317,15.492423
