#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,6.561026,0.000000,0.000000,2.502691,4.514404,0.015685,14.019771
0.000000,0.000000,6.609372,0.000000,0.000000,2.296722,4.542657,0.016267,14.589999
0.000000,0.000000,6.440508,0.000000,0.000000,2.219347,4.460143,0.020372,14.584514
0.000000,0.000000,6.540203,0.000000,0.000000,2.469048,4.231495,0.062830,14.520141
0.000000,0.000000,6.539072,0.000000,0.000000,2.280848,4.414924,0.015771,14.409441
0.000000,0.000000,6.440300,0.000000,0.000000,2.437731,4.209029,0.046448,14.338095
0.000000,0.000000,6.536682,0.000000,0.000000,2.628112,4.440305,0.016609,14.327821
0.000000,0.000000,6.569739,0.000000,0.000000,2.518580,4.711860,0.020252,14.428047
0.000000,0.000000,6.546241,0.000000,0.000000,2.702631,5.196437,0.020524,14.740878
0.000000,0.000000,6.564315,0.000000,0.000000,3.638852,4.996624,0.062069,14.930906
0.000000,0.000000,6.580622,0.000000,0.000000,3.070407,4.737175,0.014986,15.569580
0.000000,0.000000,8.339239,0.000000,0.000000,3.200269,4.697612,0.021036,18.196430
0.000000,0.000000,6.672305,0.000000,0.000000,3.316178,5.023040,0.016306,15.497173
0.000000,0.000000,6.719444,0.000000,0.000000,3.188218,4.586738,0.064710,15.748843
0.000000,0.000000,6.704902,0.000000,0.000000,3.769843,4.377115,0.015508,16.091494
0.000000,0.000000,7.197617,0.000000,0.000000,2.902245,4.683988,0.020337,16.087986
0.000000,0.000000,6.672660,0.000000,0.000000,3.230810,4.660484,0.017205,15.807159
