#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
12.659631,0.025519,35.414883,40.225865,40.225865,790.627295
11.612434,0.021166,27.427451,30.833056,30.833056,879.005973
11.497352,0.026176,25.552728,47.358381,47.358381,851.344767
9.709053,0.026641,22.894535,35.597213,35.597213,687.701189
8.466742,0.023816,22.076169,38.105280,38.105280,567.273883
8.781061,0.031172,22.604717,38.144016,38.144016,581.439939
8.754377,0.040465,26.608056,40.002310,40.002310,460.227405
12.148325,0.241018,26.786128,30.843744,30.843744,487.317539
9.858524,0.028739,28.702827,33.041648,33.041648,487.518866
9.720076,0.030400,28.565195,32.730683,32.730683,582.205280
8.793777,0.042118,23.647536,42.641357,42.641357,566.633013
12.281709,0.084759,20.537243,35.149640,35.149640,404.701053
8.401089,0.023538,22.769963,38.751306,38.751306,516.656725
7.084867,0.036263,24.595385,36.538716,36.538716,482.026907
7.294345,0.023688,15.396929,32.111417,32.111417,379.018484
8.048421,0.026488,18.907333,33.780486,33.780486,390.334738
